"id","content","source","image","video","publishedAt","createdAt","updatedAt","license","fromURL","summary","lifespan","totalAffectedPersons","adminArea1","adminArea2","adminArea3","adminArea4","adminArea5","tags","longitude","latitude"
"sy8HKS4WRWOXYS3WKxfE7Q","RT @TR_Foundation: Did you miss our online event on the #Ebola outbreak? Read what the experts had to say. http://t.co/CPz7cFTtjX #EbolaDeb…","twitter",,,"2014-08-21T09:39:28+00:00","2014-08-21T10:10:59.037245","2014-08-21T10:11:52.248484","twitter",,"RT @TR_Foundation: Did you miss our online event on the #Ebola outbreak? Read what the experts ha...","temporary",,"General-conflict",,,,,"",,
"zGNRFUZaRY-h09BO9HnKDA","#Paris #Idf Ebola : fausse alerte à bord d'un vol Air France: VIRUS - Un homme présentant des symptômes du vir... http://t.co/b5Ka7DlTJW","twitter",,,"2014-08-21T08:54:26+00:00","2014-08-21T09:11:00.330222","2014-08-21T09:15:04.294058","twitter",,"#Paris #Idf Ebola : fausse alerte à bord d'un vol Air France: VIRUS - Un homme présentant des sym...","temporary",,"Israel",,,,"Ofra","",35.259735107421875,31.946392059326172
"T7zEQuC-RFq-RSQUAdTMkw","On August 21, 2014 in Kolahun District, Lofa County it is reported that the Ebola epidemic has hit the Kolahun region heavily. There are several reports of suspected cases in towns and villages of the district. On today, August 21, there are four reported deaths from the Ebola Center in Foya.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-21T01:52:00","2014-08-23T04:17:11.193332","2014-08-23T04:16:12.909814","unknown",,"Ebola Hits Kolahun District","temporary",,"Liberia",,,,,"Suspected Cases|Lofa|Disease Outbreak|epidemic|disaster",-10.067529678344727,8.333390235900879
"rMdWAX6TRxizTPXtwGMGaQ","On August 21, 2014 in Nguquitahun Town, Kolahun District there are five (5) confirmed deaths from Ebola and twenty-two (22) confirmed Ebola patients that have been taken to the Ebola center in Foyah.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-21T01:06:00","2014-08-23T04:17:11.285376","2014-08-23T04:16:13.064124","unknown",,"More Ebola Deaths and Confirmed cases in Kolahun District","temporary",,"Liberia",,,,,"Confirmed Cases|Deaths|Lofa|Disease Outbreak",-10.067529678344727,8.333390235900879
"0Z4p7T6nStmdvnB72-ATYA","RT @ajam: Photos: Clashes, beatings as Ebola quarantine enacted in Liberian slum (@jbmoore6400) http://t.co/BynkBVo19G http://t.co/IDofNkSn…","twitter","http://pbs.twimg.com/media/BvgI5IIIAAAlMJ9.jpg",,"2014-08-20T18:33:17+00:00","2014-08-20T19:10:07.185121","2014-08-20T19:10:34.531869","twitter",,"RT @ajam: Photos: Clashes, beatings as Ebola quarantine enacted in Liberian slum (@jbmoore6400) h...","temporary",,"Syria",,,,,"",38.473472595214844,35.03312683105469
"EjHISsNwQJm0MICPcDEX-g","""Obama says Islamic State is 'a cancer,' US will do what it must http://t.co/rtIKxzHiTZ"" likewise..#Israel #IDF similar to ""ebola outbreak""","twitter",,,"2014-08-20T17:32:45+00:00","2014-08-20T18:10:10.420869","2014-08-20T18:15:17.313038","twitter",,"""Obama says Islamic State is 'a cancer,' US will do what it must http://t.co/rtIKxzHiTZ"" likewise...","temporary",,"Israel",,,,"Ofra","",35.259735107421875,31.946392059326172
"YXeGLuNBTdKVzbn6MA8aRw","Experimental #Ebola drugs needed for ""up to 30,000 people"" http://t.co/YxONghuvsS","twitter",,,"2014-08-20T17:10:59+00:00","2014-08-20T17:10:11.290077","2014-08-20T17:11:17.271938","twitter",,"Experimental #Ebola drugs needed for ""up to 30,000 people"" http://t.co/YxONghuvsS","temporary",,"General-conflict",,,,,"",,
"5_pSGDgJSSK5mq7hX6tkcQ","Liberian police fire live bullets to disperse #Ebola protest http://t.co/xmDAvXJcrb #Liberia #EbolaOutbreak","twitter",,,"2014-08-20T16:52:00+00:00","2014-08-20T17:10:11.546151","2014-08-20T17:11:21.562282","twitter",,"Liberian police fire live bullets to disperse #Ebola protest http://t.co/xmDAvXJcrb #Liberia #Ebo...","temporary",,"General-conflict",,,,,"fire|disaster",,
"77Zh6rkyTXWqNiaIZmbrOw","Info #Voltage. Panique à l'aéroport de #Paris CDG ce matin après la suspicion d’un cas #Ebola sur un vol @airfrance. Itw à 19H. #Roissy #IDF","twitter",,,"2014-08-20T16:09:03+00:00","2014-08-20T16:10:02.243322","2014-08-20T16:12:27.215606","twitter",,"Info #Voltage. Panique à l'aéroport de #Paris CDG ce matin après la suspicion d’un cas #Ebola sur...","temporary",,"Israel",,,,"Ofra","",35.259735107421875,31.946392059326172
"sxnO-chBQa-gAqtbWMJ5yg","What's scarce in #Ebola response is personal protection equipment made to correct spec says Jorges Castilla Echenique @eu_echo","twitter",,,"2014-08-20T15:22:52+00:00","2014-08-20T16:09:59.175680","2014-08-20T16:11:09.819574","twitter",,"What's scarce in #Ebola response is personal protection equipment made to correct spec says Jorge...","temporary",,"General-conflict",,,,,"",,
"7hFt77b8RtaM2WNcsGV34g","#Ebola fears slowing tourist flow to #Africa http://t.co/RoEBbYgoMT #EbolaOutbreak #Kenya #SouthAfrica Bulk of cancellations from #Asia","twitter",,,"2014-08-20T15:22:43+00:00","2014-08-20T16:09:59.228753","2014-08-20T16:11:14.586945","twitter",,"#Ebola fears slowing tourist flow to #Africa http://t.co/RoEBbYgoMT #EbolaOutbreak #Kenya #SouthA...","temporary",,"General-conflict",,,,,"",,
"gsTAOyqZRGWiNiejM9rDhw","WHO is working with govts and others to find teams with previous Ebola and outbreak experience to join response, says Francis Kasolo @WHO","twitter",,,"2014-08-20T15:18:43+00:00","2014-08-20T16:09:59.266080","2014-08-20T16:11:14.546595","twitter",,"WHO is working with govts and others to find teams with previous Ebola and outbreak experience to...","temporary",,"General-conflict",,,,,"",,
"5p-ZSF_gTk-Jtj_hvfFn3w","More people die of other diseases, but fear going to doctors in Ebola areas, says Jorges Castilla Echenique @eu_echo http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T15:12:57+00:00","2014-08-20T16:09:59.465679","2014-08-20T16:11:45.712832","twitter",,"More people die of other diseases, but fear going to doctors in Ebola areas, says Jorges Castilla...","temporary",,"General-conflict",,,,,"",,
"_lyUY_EIQG-W3vo-wKB2JQ","Health staff are abandoning posts in Ebola-affected areas Jorges Castilla Echenique @eu_echo tells #Eboladebate  http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T15:10:53+00:00","2014-08-20T15:09:55.523563","2014-08-20T15:09:47.531313","twitter",,"Health staff are abandoning posts in Ebola-affected areas Jorges Castilla Echenique @eu_echo tell...","temporary",,"General-conflict",,,,,"",,
"RdbvqJnZTva7m-9QWaEV9A","IT is important that #Ebola survivors get psychosocial help as well - Korto Williams #EbolaDebate","twitter",,,"2014-08-20T14:58:40+00:00","2014-08-20T15:09:56.009863","2014-08-20T15:10:44.104436","twitter",,"IT is important that #Ebola survivors get psychosocial help as well - Korto Williams #EbolaDebate","temporary",,"General-conflict",,,,,"",,
"PS52lthzSxWCPNzb4Cbivw","High death rates associated with #Ebola create fear and lack of faith in the medical system says Korto Williams @ActionAid #EbolaDebate","twitter",,,"2014-08-20T14:57:43+00:00","2014-08-20T15:09:56.054355","2014-08-20T15:10:58.295452","twitter",,"High death rates associated with #Ebola create fear and lack of faith in the medical system says ...","temporary",,"General-conflict",,,,,"death",,
"Rm6wsWu7Qu2saRMq_APyTA","Money is not the biggest constraint in Ebola response- lack of staff is key, says Jorges Castilla Echenique @eu_echo http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T14:56:22+00:00","2014-08-20T15:09:56.132049","2014-08-20T15:11:11.824135","twitter",,"Money is not the biggest constraint in Ebola response- lack of staff is key, says Jorges Castilla...","temporary",,"General-conflict",,,,,"",,
"qsryd24JQVqyQGmPrMeMZQ","(1 of 2) Action staff and partners\nin #Liberia, #SierraLeone tell us people are not seeking help if they suspect they have contracted #Ebola","twitter",,,"2014-08-20T14:56:04+00:00","2014-08-20T15:09:56.168467","2014-08-20T15:11:22.263219","twitter",,"(1 of 2) Action staff and partners\nin #Liberia, #SierraLeone tell us people are not seeking help ...","temporary",,"General-conflict",,,,,"",,
"sYDDygu5RcSy3YWkmVx8Sw","Questions about #Ebola? Ask the experts using #EbolaDebate","twitter",,,"2014-08-20T14:50:53+00:00","2014-08-20T15:09:56.252409","2014-08-20T15:11:34.478647","twitter",,"Questions about #Ebola? Ask the experts using #EbolaDebate","temporary",,"General-conflict",,,,,"",,
"m8cvww7SQ-a98MqRe_-gtA","(1 of 2) Q @DanFlynnReuters I have been told that one reason why US experts in particular may be are reluctant to go to Ebola affected areas","twitter",,,"2014-08-20T14:47:09+00:00","2014-08-20T15:09:56.359854","2014-08-20T15:11:51.933784","twitter",,"(1 of 2) Q @DanFlynnReuters I have been told that one reason why US experts in particular may be ...","temporary",,"General-conflict",,,,,"",,
"pNK0zlukR1yA62IHxA2y1g","MSF started in Kailahun with 8 intl staff, now we have 26, @WHO started with 4, when I left it was 7 says @MSF Anja Wolz #EbolaDebate #Ebola","twitter",,,"2014-08-20T14:43:00+00:00","2014-08-20T15:09:56.497670","2014-08-20T15:12:11.486815","twitter",,"MSF started in Kailahun with 8 intl staff, now we have 26, @WHO started with 4, when I left it wa...","temporary",,"General-conflict",,,,,"",,
"cJz3bQl2SCKwvMh-IYKeJQ","It will be many months before #Ebola outbreak stabilises, says Francis Kasolo of @WHO Ebola coordination centre http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T14:42:06+00:00","2014-08-20T15:09:56.535101","2014-08-20T15:12:17.592048","twitter",,"It will be many months before #Ebola outbreak stabilises, says Francis Kasolo of @WHO Ebola coord...","temporary",,"General-conflict",,,,,"",,
"9AXMlnp4QtyHbHBykdjm2g","Hard to get doctors, nurses + infection control experts to join response, Dr Kasolo of @WHO Ebola coord centre says   http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T14:34:09+00:00","2014-08-20T15:09:56.769595","2014-08-20T15:12:54.196356","twitter",,"Hard to get doctors, nurses + infection control experts to join response, Dr Kasolo of @WHO Ebola...","temporary",,"General-conflict",,,,,"",,
"0D0_sMcFSnen6bIogZZukw","and this is really dangerous if you don't have all the PPE and training (2 of 2) Anja Wolz #EbolaDebate","twitter",,,"2014-08-20T14:29:09+00:00","2014-08-20T15:09:56.976931","2014-08-20T15:13:17.525466","twitter",,"and this is really dangerous if you don't have all the PPE and training (2 of 2) Anja Wolz #Ebola...","temporary",,"General-conflict",,,,,"",,
"Ixj3Fqc1RHC8x_jEXUlMOA","#Ebola incubation period is from 2-21days, says Anja Wolz #EbolaDebate","twitter",,,"2014-08-20T14:24:38+00:00","2014-08-20T15:09:57.239285","2014-08-20T15:13:43.826322","twitter",,"#Ebola incubation period is from 2-21days, says Anja Wolz #EbolaDebate","temporary",,"General-conflict",,,,,"",,
"pvz-dDrwRZeKWHyr6DBYfQ","MSF is doing a training in brussels on Ebola for other NGO's and MoHs please contact MSF Brussels, says @MSF Anja Wolz #EbolaDebate","twitter",,,"2014-08-20T14:23:44+00:00","2014-08-20T15:09:57.282848","2014-08-20T15:13:51.331402","twitter",,"MSF is doing a training in brussels on Ebola for other NGO's and MoHs please contact MSF Brussels...","temporary",,"General-conflict",,,,,"",,
"TnzMva3jQICpnBexSKegdA","Fever, vomiting, body pain, weakness, it looks like malaria at the beginning @MSF Anja Wolz about #Ebola symptoms #EbolaDebate","twitter",,,"2014-08-20T14:21:00+00:00","2014-08-20T15:09:57.401668","2014-08-20T15:14:06.016203","twitter",,"Fever, vomiting, body pain, weakness, it looks like malaria at the beginning @MSF Anja Wolz about...","temporary",,"General-conflict",,,,,"",,
"hxucU70vSGm_r9PSWBmKNA","We get the result in 4-6h to confirm if it is Ebola or not @MSF Anja Wolz #EbolaDebate","twitter",,,"2014-08-20T14:16:53+00:00","2014-08-20T15:09:57.527483","2014-08-20T15:14:16.197470","twitter",,"We get the result in 4-6h to confirm if it is Ebola or not @MSF Anja Wolz #EbolaDebate","temporary",,"General-conflict",,,,,"",,
"0vI_9lz-RaSSSeqmJAASag","Just over 1 hr to go before ""#Ebola: when will it end?"" debate w Liberia Info Min + other experts. Join us @ 1400 GMT http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T12:53:11+00:00","2014-08-20T13:09:49.474915","2014-08-20T13:11:48.605380","twitter",,"Just over 1 hr to go before ""#Ebola: when will it end?"" debate w Liberia Info Min + other experts...","temporary",,"General-conflict",,,,,"",,
"hEgkKR64TOC3lVjMG395NQ","Liberian police fire tear gas to disperse protest over #Ebola quarantine http://t.co/AdlYH96UEd #EbolaOutbreak #Liberia","twitter",,,"2014-08-20T12:13:41+00:00","2014-08-20T13:09:49.971764","2014-08-20T13:13:18.064986","twitter",,"Liberian police fire tear gas to disperse protest over #Ebola quarantine http://t.co/AdlYH96UEd #...","temporary",,"General-conflict",,,,,"fire|disaster",,
"K3XC8vpzQVKbR7-VYkxM2w","We also have experts from @msf + @ActionAid joining ""Ebola: when will it end?"" debate at 1400 GMT today. Plse send Qs v #EbolaDebate","twitter",,,"2014-08-20T10:54:02+00:00","2014-08-20T11:09:42.239664","2014-08-20T11:09:33.133340","twitter",,"We also have experts from @msf + @ActionAid joining ""Ebola: when will it end?"" debate at 1400 GMT...","temporary",,"General-conflict",,,,,"",,
"WVpR3aaoR-KIOJfvCJBLJw","Join Liberia's Information Minister &amp; other experts on ""Ebola: When will it end?""  TODAY 14.00GMT Qs via #Eboladebate http://t.co/L2qjDakKKY","twitter",,,"2014-08-20T10:49:57+00:00","2014-08-20T11:09:42.282349","2014-08-20T11:09:33.139145","twitter",,"Join Liberia's Information Minister &amp; other experts on ""Ebola: When will it end?""  TODAY 14.0...","temporary",,"General-conflict",,,,,"",,
"gKGa8N_iTsCu5erHW_RsuQ","When will the ebola outbreak end? Don't miss our live expert debate today at 14:00 GMT http://t.co/wWgeUwwyVY #ebola #eboladebate","twitter",,,"2014-08-20T10:12:55+00:00","2014-08-20T11:09:42.380661","2014-08-20T11:09:39.101638","twitter",,"When will the ebola outbreak end? Don't miss our live expert debate today at 14:00 GMT http://t.c...","temporary",,"General-conflict",,,,,"",,
"fTT_wk-mSqiQL2L_IJp0vQ","Ebola: when will it end?: Live online debate TODAY at 1400 GMT. Send questions using #EbolaDebate. http://t.co/4UyDJD3EGN #Ebola","twitter","http://pbs.twimg.com/media/BvZQuKcCEAAOUJQ.jpg",,"2014-08-20T09:10:36+00:00","2014-08-20T09:09:34.497305","2014-08-20T09:09:00.229094","twitter",,"Ebola: when will it end?: Live online debate TODAY at 1400 GMT. Send questions using #EbolaDebate...","temporary",,"General-conflict",,,,,"photo-person",,
"655yQA7ATsOvwQQUXkOozg","August 20,2014 at ELWA Compound, Paynesville. The Health Authorities at the ELWA Ebola Isolation Center have released 12 Survivors from the center after treatment and recovery from the deadly virus. Both survivors and their relatives celebrated and thanked God for His healing.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-20T01:47:00","2014-08-23T04:17:11.318153","2014-08-23T04:16:13.731829","unknown",,"12 Ebola Survivors Released from the ELWA Isolation Center","temporary",,,,,,,"Survivors|Montserrado|Disease Outbreak",,
"P63wiHnsQJyeSWD_k7kzFg","RT @SantiMerani: ""Te quedas sin el pan y si  la torta y de paso te agarra ebola"" #Julio","twitter",,,"2014-08-19T21:52:25+00:00","2014-08-19T22:09:08.446257","2014-08-19T22:24:16.457918","twitter",,"RT @SantiMerani: ""Te quedas sin el pan y si  la torta y de paso te agarra ebola"" #Julio","temporary",,"United States",,"KS","Osborne Co.","Alton","weather",-98.95733642578125,39.44325637817383
"V_NWKPm0SoWfeo-rf7QfQw","""Te quedas sin el pan y si  la torta y de paso te agarra ebola"" #Julio","twitter",,,"2014-08-19T21:49:17+00:00","2014-08-19T22:09:08.479190","2014-08-19T22:24:17.120834","twitter",,"""Te quedas sin el pan y si  la torta y de paso te agarra ebola"" #Julio","temporary",,"United States",,"KS","Osborne Co.","Alton","weather",-98.95733642578125,39.44325637817383
"4d0ymIugQBu6nfCGs66jng","Liberia imposes night curfew in effort to prevent spread of Ebola, state radio says http://t.co/iI1Ix3vi0L #Liberia #Ebola","twitter",,,"2014-08-19T21:18:33+00:00","2014-08-19T22:09:00.276815","2014-08-19T22:12:07.863027","twitter",,"Liberia imposes night curfew in effort to prevent spread of Ebola, state radio says http://t.co/i...","temporary",,"General-conflict",,,,,"",,
"tsMA8N8tSoORPPAC5YzSTQ","Berlin hospital says woman taken ill doesn't seem to have #Ebola http://t.co/gdL7RoJWau","twitter",,,"2014-08-19T15:20:32+00:00","2014-08-19T16:08:39.456267","2014-08-19T16:08:26.097867","twitter",,"Berlin hospital says woman taken ill doesn't seem to have #Ebola http://t.co/gdL7RoJWau","temporary",,"General-conflict",,,,,"",,
"3vJ717xwSlSnSeljkO45rQ","Cameroon says closes borders with Nigeria in bid to halt #Ebola http://t.co/7FX68BFNbf","twitter",,,"2014-08-19T15:19:39+00:00","2014-08-19T16:08:39.488062","2014-08-19T16:08:26.806585","twitter",,"Cameroon says closes borders with Nigeria in bid to halt #Ebola http://t.co/7FX68BFNbf","temporary",,"General-conflict",,,,,"",,
"2kb5rfeQSjuVweQOtLytzw","Woman with #Ebola -like symptoms taken to hospital in Berlin - media http://t.co/xG9LJFWN3N","twitter",,,"2014-08-19T12:32:45+00:00","2014-08-19T13:08:30.075855","2014-08-19T13:10:33.694149","twitter",,"Woman with #Ebola -like symptoms taken to hospital in Berlin - media http://t.co/xG9LJFWN3N","temporary",,"General-conflict",,,,,"",,
"OYjqiDPXSJ-43cMwLG9VYQ","Liberia fights #Ebola in capital, W. Africa toll tops 1,200 http://t.co/QjGm2j7lCI","twitter",,,"2014-08-19T12:19:42+00:00","2014-08-19T13:08:30.198040","2014-08-19T13:10:58.506780","twitter",,"Liberia fights #Ebola in capital, W. Africa toll tops 1,200 http://t.co/QjGm2j7lCI","temporary",,"General-conflict",,,,,"",,
"Qeqd5lWiS56dzDGCdlt4XA","Grateful to the WFP and WHO for coordinating to feed one million people in Ebola-impacted West Africa. The logistics and resources are daunting. Thank you Fabienne Pompey for reporting. Good luck.\n\nReconnaissant au PAM et l'OMS pour la coordination de nourrir un million de personnes touchées par le virus Ebola en Afrique de l'Ouest. La logistique et les ressources sont énormes. Merci Fabienne Pompey pour rendre compte. Bonne chance.\n\n\nhttp://www.wfp.org/countries/sierra-leone/stories/wfp-steps-up-assistance-to-meet-urgent-food-needs-of-families-and-communities-affected-by-ebola","ushahidi_v2",,,"2014-08-19T11:49:00","2014-08-23T04:12:20.200669","2014-08-23T04:12:20.200682","unknown",,"WFP feeding one million people","temporary",,,,,,,"Grateful!|Thank You!",,
"7nsxQ4ijTiaj_o_QJQj5zQ","RT @Katie_Nguyen1: #Liberia says has located all 17 runaway #Ebola patients http://t.co/srnQVI4sy9 #EbolaOutbreak","twitter",,,"2014-08-19T09:11:35+00:00","2014-08-19T10:08:19.074581","2014-08-19T10:09:08.255772","twitter",,"RT @Katie_Nguyen1: #Liberia says has located all 17 runaway #Ebola patients http://t.co/srnQVI4sy...","temporary",,"General-conflict",,,,,"",,
"dLN0K4hBSYOKiXPrueFR7g","#Ebola: when will it end?: Live online debate on Wed Aug. 20, at 1400 GMT. Send questions using #EbolaDebate. Follow @AlertNet for updates","twitter",,,"2014-08-19T09:08:47+00:00","2014-08-19T09:08:15.181781","2014-08-19T09:08:36.046594","twitter",,"#Ebola: when will it end?: Live online debate on Wed Aug. 20, at 1400 GMT. Send questions using #...","temporary",,"General-conflict",,,,,"",,
"ZEf91LMPTTCXcqIbAClAPQ","#Ebola cases in West Africa reach 2,240 as death toll hits1,229 http://t.co/BzYReO7s4X #Liberia #Guinea #SierraLeone #Nigeria #EbolaOutbreak","twitter",,,"2014-08-19T08:40:36+00:00","2014-08-19T09:08:15.547847","2014-08-19T09:09:32.246392","twitter",,"#Ebola cases in West Africa reach 2,240 as death toll hits1,229 http://t.co/BzYReO7s4X #Liberia #...","temporary",,"General-conflict",,,,,"death",,
"pELpWF2kSLKvROEp4b6sew","Reports from Kolahun District speak of an outbreak of the Ebola Virus.\nSpeaking today at a regular Ebola update meeting in Voinjama, the head of the County Health Team, Dr. Josephus Bolungei told partners who are helping with the fight against the Ebola Virus to now redirect their activities to Kolahun district to help contain the Virus before it gets out of control. He said, there has been significant improvement in Voinjama and Quadu Gboni Districts and its surrounding towns with only seven (7) suspected or probable cases reported in Voinjama District for the past few days, include Quadu Gboni District as well, While 24 new cases were reported in Kolahun alone with 9 deaths.\nThe entire County Health Team headed by the Superintendent of Lofa, Mr. George S. Dunor has gone to Kolahun to begin the awareness program.\nAccording to the update given by the CHT, the total number of deaths since the second outbreak on May 29,-August 18, 2014, now stands at 280 with 43 survivors.\nFor the past 3 days, 17 persons have died from Voinjama and Quardu Gboni Districts. All of the deaths for the past three days were confirmed Ebola patients except 2 persons. And nearly all of the deaths occurred at the Containment Center in Foya. Barkedu town and Voinjama city (the epic centers), reported zero case according to the health team.\nAt present, according to the County Health Team, the center in Foya now host 67 patients after 41 suspected persons tested and cleared  were discharged yesterday along with 7 survivors which is a significant drop according to the health team.\nFor Health workers, since the second outbreak in May 2014, the total number of deaths amongst health workers now stands at 14.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-19T01:14:00","2014-08-23T04:17:11.351060","2014-08-23T04:16:14.095249","unknown",,"Update about Ebola Crisis in Lofa County","temporary",,"Liberia",,,,,"Awareness Activities|Lofa|Disease Outbreak",-10,7.916669845581055
"YS_1cy1vQg2gHbVAzOrwAA","Grateful for medical heroes like Cokie van der Velde. So so brave.\n\n""a British sanitation specialist for Doctors Without Borders in Guekedou, Guinea. Normally, she spends her days in Yorkshire, tending to her garden and looking after her grandchildren. Van der Velde has worked on two previous Ebola outbreaks...says she does this kind of work because she believes in justice and equality. She said the need is overwhelming in this outbreak because of the heavy toll Ebola has taken on health workers; many of those sickened and killed have been doctors and nurses."" \n\nhttp://news.yahoo.com/ebola-health-workers-battle-death-heat-rumors-065519140.html","ushahidi_v2",,,"2014-08-18T18:13:00","2014-08-23T04:12:20.256790","2014-08-23T04:12:20.256807","unknown",,"Cokie van der Velde","temporary",,,,,,,"Grateful!|Thank You!",,
"IkDvfMQCT9qfPE4vrSSMSA","#ThugLife 1 dead criminal gets mas focus than #Syria #IS #Iran #Benghazi #IRS #OpenBorder #Ebola  #Kurds #Vets #Iraq #IDF #Sudan #Libya #DC","twitter",,,"2014-08-18T17:42:20+00:00","2014-08-18T18:07:33.032669","2014-08-18T18:16:59.401939","twitter",,"#ThugLife 1 dead criminal gets mas focus than #Syria #IS #Iran #Benghazi #IRS #OpenBorder #Ebola ...","temporary",,"Israel",,,,"Ofra","criminal",35.259735107421875,31.946392059326172
"ssRkG6o3S3iPGYI1cLkPZQ","#Ebola-hit countries must screen all departing travellers + stop any with signs of the virus from travelling -WHO http://t.co/n1rKUqktcD","twitter",,,"2014-08-18T14:19:42+00:00","2014-08-18T15:07:15.682251","2014-08-18T15:07:54.996910","twitter",,"#Ebola-hit countries must screen all departing travellers + stop any with signs of the virus from...","temporary",,"General-conflict",,,,,"",,
"2m3VODsCRDKfcFgt0CesXw","#Ebola: when will it end? Join us for a live online debate on Wed Aug. 20 at 1400 GMT. Plse send  Qs using #EbolaDebate &amp; follow @AlertNet","twitter",,,"2014-08-18T13:51:08+00:00","2014-08-18T14:07:13.599742","2014-08-18T14:08:57.044392","twitter",,"#Ebola: when will it end? Join us for a live online debate on Wed Aug. 20 at 1400 GMT. Plse send ...","temporary",,"General-conflict",,,,,"",,
"zuSY1SpWT7aQYf89nb-EBg","Nigeria now has 12 #Ebola cases, 5 recovered, 195 still under surveilance http://t.co/vSuznHDU85","twitter",,,"2014-08-18T10:48:41+00:00","2014-08-18T11:07:02.168686","2014-08-18T11:07:02.443409","twitter",,"Nigeria now has 12 #Ebola cases, 5 recovered, 195 still under surveilance http://t.co/vSuznHDU85","temporary",,"General-conflict",,,,,"",,
"dlJemSvmTSGRKtVJgSg1pg","INSIGHT-Struggling Liberia creates ""plague villages"" in Ebola epicentre http://t.co/hEoVbyzyAp","twitter",,,"2014-08-18T09:26:10+00:00","2014-08-18T10:07:00.202377","2014-08-18T10:07:59.979981","twitter",,"INSIGHT-Struggling Liberia creates ""plague villages"" in Ebola epicentre http://t.co/hEoVbyzyAp","temporary",,"General-conflict",,,,,"",,
"Ux8LiCgGQIiSnklNO6JTjw","#Ebola: when will it end?: Live online debate on Wed Aug. 20, at 1400 GMT. Send questions using #EbolaDebate. Follow @AlertNet for updates","twitter",,,"2014-08-18T07:40:00+00:00","2014-08-18T08:11:33.373583","2014-08-18T08:11:55.719719","twitter",,"#Ebola: when will it end?: Live online debate on Wed Aug. 20, at 1400 GMT. Send questions using #...","temporary",,"General-conflict",,,,,"",,
"qcsyY2LsRW2QUUsupROINA","How are KSA authorities going to guard against the spread of Ebola during this year’s pilgrimage?","twitter",,,"2014-08-18T07:16:19+00:00","2014-08-18T07:33:42.660853","2014-08-18T07:34:37.823436","twitter",,"How are KSA authorities going to guard against the spread of Ebola during this year’s pilgrimage?","temporary",,"Egypt",,"Al Wadi al Jadid",,"Markaz El Wahat El Dakhla","",29.86229705810547,26.756103515625
"Kjfg01BeQmy-w8EkKoQXBg","Top 10 this week: Indian doctors forced to treat Ebola patients allowed to leave, Japanese mafia sex slave's story http://t.co/iWv7zh7MiQ","twitter",,,"2014-08-18T03:24:52+00:00","2014-08-18T05:41:58.879907","2014-08-18T05:43:12.002331","twitter",,"Top 10 this week: Indian doctors forced to treat Ebola patients allowed to leave, Japanese mafia ...","temporary",,"General-conflict",,,,,"",,
"k0mcdx_zTxW2bWPD0KgBNw","On August 18, 2014, it was reported that the Medicin Sans Frontier/France(MSF) finally took charge of the Ebola Transit Care Center in Foyah District, Lofa County.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-18T01:43:00","2014-08-23T04:17:11.406982","2014-08-23T04:16:14.073151","unknown",,"MSF France Takes Over Ebola Transit Care Center in Foyah","temporary",,,,,,,"Other Issues|Lofa|Disease Outbreak",-10,7.916669845581055
"EkltfGfWQRGz4Uq2fghkHA","On August 18, 2014 in Monrovia, Liberia the UNFPA Donated several materials to the Ministry of Health and Social Welfare to prevent the spread of the Ebola virus.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-18T01:41:00","2014-08-23T04:17:11.446889","2014-08-23T04:16:14.174404","unknown",,"UNFPA Makes Donations to the Government of Liberia to Fight Ebola","temporary",,,,,,,"Other Issues|Montserrado|Disease Outbreak",,
"B5UxBbkAT5226u4UKtbCZQ","On August 18, 2014 in Karnplay City, Gbehleh District a 10 years old died from Ebola after her blood specimen was tested. According to sources, the little migrated from Monrovia where she might have c contracted the virus. The body has been buried by the Ebola Task Force while her entire family is being quarantined in Nimba.\n- - - \nThis report was forwarded from Peace Building Office","ushahidi_v2",,,"2014-08-18T01:25:00","2014-08-23T04:17:11.480968","2014-08-23T04:16:14.981224","unknown",,"A 10 years old girl died from Ebola in Karnplay","temporary",,"Liberia",,,,,"Deaths|Nimba|Disease Outbreak|air-combat|armed-conflict|conflict|She",-8.75,6.75
